mark;Model;Mileage;Year;Car_class;Maximum_power;Drive_unit;Box;Boost_type;Volume;Torque;Maximum_speed;Speed_to_100;Consumption
YAZ;Patriot;1160.0;2019.0;J;150.0;full;automatic;no;2.7;235.0;197.15641361256542;10.423527447894207;0.0
YAZ;Patriot;37981.0;2018.0;J;150.0;full;mechanics;no;2.7;235.0;150.0;10.423527447894207;0.0
YAZ;Patriot;0.0;2020.0;J;150.0;full;mechanics;no;2.7;235.0;150.0;10.423527447894207;0.0
YAZ;Patriot;104000.0;2017.0;J;135.0;full;mechanics;no;2.7;217.0;150.0;10.423527447894207;0.0
YAZ;Patriot;30000.0;2017.0;J;135.0;full;mechanics;no;2.7;217.0;150.0;10.423527447894207;0.0
YAZ;Patriot;32912.0;2018.0;J;135.0;full;mechanics;no;2.7;217.0;150.0;10.423527447894207;0.0
YAZ;Patriot;40358.0;2017.0;J;135.0;full;mechanics;no;2.7;217.0;150.0;10.423527447894207;0.0
YAZ;Patriot;13352.0;2019.0;J;150.0;full;automatic;no;2.7;235.0;197.15641361256542;10.423527447894207;0.0
YAZ;Patriot;35114.0;2017.0;J;135.0;full;mechanics;no;2.7;217.0;150.0;10.423527447894207;0.0
YAZ;Patriot;0.0;2020.0;J;150.0;full;automatic;no;2.7;235.0;197.15641361256542;10.423527447894207;0.0
YAZ;Patriot;115782.0;2016.0;J;135.0;full;mechanics;no;2.7;217.0;150.0;10.423527447894207;0.0
YAZ;Patriot;65668.0;2018.0;J;135.0;full;mechanics;no;2.7;217.0;150.0;10.423527447894207;0.0
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;7.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;11.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
Mercedes-Benz;GLS AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;4.2;11.9
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;28.0;2020.0;J;625.0;full;automatic;turbocharging;4.4;750.0;250.0;3.8;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;2144.0;2020.0;J;625.0;full;automatic;turbocharging;4.4;750.0;250.0;3.8;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;15.0;2020.0;J;625.0;full;automatic;turbocharging;4.4;750.0;250.0;3.8;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;0.0;2020.0;J;625.0;full;automatic;turbocharging;4.4;750.0;250.0;3.8;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
BMW;X6 M;0.0;2020.0;J;625.0;full;automatic;turbocharging;4.4;750.0;250.0;3.8;12.7
BMW;X6 M;0.0;2020.0;J;600.0;full;automatic;turbocharging;4.4;750.0;250.0;3.9;12.7
Land Rover;Range Rover Velar;0.0;2020.0;J;180.0;full;automatic;turbocharging;2.0;430.0;209.0;8.9;5.4
Land Rover;Range Rover Velar;13000.0;2019.0;J;249.0;full;automatic;turbocharging;2.0;365.0;217.0;6.7;7.6
Land Rover;Range Rover Velar;25356.0;2019.0;J;240.0;full;automatic;turbocharging;2.0;500.0;217.0;7.3;5.8
Land Rover;Range Rover Velar;55500.0;2019.0;J;249.0;full;automatic;turbocharging;2.0;365.0;217.0;6.7;7.6
Land Rover;Range Rover Velar;32000.0;2017.0;J;240.0;full;automatic;turbocharging;2.0;500.0;217.0;7.3;5.8
Land Rover;Range Rover Velar;0.0;2020.0;J;180.0;full;automatic;turbocharging;2.0;430.0;209.0;8.9;5.4
Land Rover;Range Rover Velar;25200.0;2018.0;J;380.0;full;automatic;compressor;3.0;450.0;250.0;5.7;9.4
Land Rover;Range Rover Velar;0.0;2020.0;J;249.0;full;automatic;turbocharging;2.0;365.0;217.0;6.7;7.6
Land Rover;Range Rover Velar;13547.0;2019.0;J;249.0;full;automatic;turbocharging;2.0;365.0;217.0;6.7;7.6
Land Rover;Range Rover Velar;21956.0;2019.0;J;550.0;full;automatic;compressor;5.0;680.0;274.0;4.5;11.8
Land Rover;Range Rover Velar;34575.0;2019.0;J;249.0;full;automatic;turbocharging;2.0;365.0;217.0;6.7;7.6
Land Rover;Range Rover Velar;0.0;2020.0;J;180.0;full;automatic;turbocharging;2.0;430.0;209.0;8.9;5.4
Land Rover;Range Rover Velar;0.0;2020.0;J;180.0;full;automatic;turbocharging;2.0;430.0;209.0;8.9;5.4
Land Rover;Range Rover Velar;48634.0;2018.0;J;249.0;full;automatic;turbocharging;2.0;365.0;217.0;6.7;7.6
Land Rover;Range Rover Velar;25300.0;2018.0;J;250.0;full;automatic;turbocharging;2.0;365.0;217.0;6.7;7.6
Hyundai;Tucson;0.0;2020.0;J;150.0;full;automatic;no;2.0;192.0;180.0;11.8;8.3
Hyundai;Tucson;0.0;2020.0;J;150.0;front;mechanics;no;2.0;192.0;186.0;10.6;7.9
Hyundai;Tucson;0.0;2020.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;0.0;2020.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;0.0;2020.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;22000.0;2019.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;78329.0;2018.0;J;150.0;full;automatic;no;2.0;192.0;180.0;11.8;8.3
Hyundai;Tucson;0.0;2020.0;J;184.0;full;automatic;no;2.4;237.0;185.0;9.6;8.6
Hyundai;Tucson;0.0;2020.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;18600.0;2018.0;J;150.0;full;automatic;no;2.0;192.0;180.0;11.8;8.3
Hyundai;Tucson;0.0;2020.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;12057.0;2019.0;J;150.0;full;automatic;no;2.0;192.0;180.0;11.8;8.3
Hyundai;Tucson;0.0;2020.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;0.0;2020.0;J;150.0;front;automatic;no;2.0;192.0;181.0;11.1;7.9
Hyundai;Tucson;19000.0;2019.0;J;185.0;full;automatic;turbocharging;2.0;400.0;201.0;9.5;6.4
Land Rover;Range Rover Evoque;0.0;2020.0;J;150.0;full;automatic;turbocharging;2.0;380.0;196.0;11.2;5.6
Land Rover;Range Rover Evoque;0.0;2020.0;J;200.0;full;automatic;turbocharging;2.0;340.0;216.0;8.5;7.7
Land Rover;Range Rover Evoque;0.0;2020.0;J;200.0;full;automatic;turbocharging;2.0;340.0;216.0;8.5;7.7
Land Rover;Range Rover Evoque;0.0;2020.0;J;200.0;full;automatic;turbocharging;2.0;340.0;216.0;8.5;7.7
Land Rover;Range Rover Evoque;9112.0;2019.0;J;150.0;full;automatic;turbocharging;2.0;380.0;196.0;11.2;5.6
Land Rover;Range Rover Evoque;0.0;2020.0;J;150.0;full;automatic;turbocharging;2.0;380.0;196.0;11.2;5.6
Land Rover;Range Rover Evoque;18800.0;2019.0;J;150.0;full;automatic;turbocharging;2.0;380.0;196.0;11.2;5.6
Land Rover;Range Rover Evoque;0.0;2020.0;J;200.0;full;automatic;turbocharging;2.0;340.0;216.0;8.5;7.7
Land Rover;Range Rover Evoque;0.0;2020.0;J;150.0;full;automatic;turbocharging;2.0;380.0;196.0;11.2;5.6
Land Rover;Range Rover Evoque;0.0;2020.0;J;150.0;full;automatic;turbocharging;2.0;380.0;196.0;11.2;5.6
Land Rover;Range Rover Evoque;24797.0;2019.0;J;200.0;full;automatic;turbocharging;2.0;340.0;216.0;8.5;7.7
Land Rover;Range Rover Evoque;0.0;2020.0;J;180.0;full;automatic;turbocharging;2.0;430.0;205.0;9.3;5.7
Suzuki;Vitara;2915.0;2019.0;J;117.0;front;automatic;no;1.6;151.0;180.0;12.5;6.0
Suzuki;Vitara;0.0;2020.0;J;117.0;full;mechanics;no;1.6;151.0;180.0;12.0;6.2
Suzuki;Vitara;0.0;2020.0;J;117.0;full;mechanics;no;1.6;151.0;180.0;12.0;6.2
Suzuki;Vitara;0.0;2020.0;J;140.0;full;automatic;turbocharging;1.4;220.0;200.0;10.2;6.2
Suzuki;Vitara;48200.0;2019.0;J;117.0;front;mechanics;no;1.6;151.0;180.0;11.5;5.8
Suzuki;Vitara;0.0;2020.0;J;117.0;front;mechanics;no;1.6;151.0;180.0;11.5;5.8
Suzuki;Vitara;0.0;2020.0;J;117.0;front;mechanics;no;1.6;151.0;180.0;11.5;5.8
Suzuki;Vitara;0.0;2020.0;J;117.0;full;automatic;no;1.6;151.0;180.0;13.0;6.3
Suzuki;Vitara;0.0;2020.0;J;117.0;front;automatic;no;1.6;151.0;180.0;12.5;6.0
Suzuki;Vitara;0.0;2020.0;J;117.0;front;automatic;no;1.6;151.0;180.0;12.5;6.0
Suzuki;Vitara;0.0;2020.0;J;117.0;front;mechanics;no;1.6;151.0;180.0;11.5;5.8
Suzuki;Jimny;0.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;21000.0;2019.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;24800.0;2019.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;4873.0;2019.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;1500.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;mechanics;no;1.5;130.0;145.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;mechanics;no;1.5;130.0;145.0;10.423527447894207;0.0
Suzuki;Jimny;0.0;2020.0;J;102.0;full;automatic;no;1.5;130.0;140.0;10.423527447894207;0.0
Citroen;C4;64000.0;2018.0;C;150.0;front;automatic;turbocharging;1.6;240.0;207.0;8.1;6.5
Citroen;C4;60000.0;2018.0;C;150.0;front;automatic;turbocharging;1.6;240.0;207.0;8.1;6.5
Citroen;C4;0.0;2020.0;C;150.0;front;automatic;turbocharging;1.6;240.0;207.0;8.1;6.5
Citroen;C4;0.0;2020.0;C;115.0;front;mechanics;no;1.6;150.0;189.0;10.9;7.1
Citroen;C4;37193.0;2017.0;C;114.0;front;mechanics;turbocharging;1.6;270.0;187.0;11.4;4.8
Citroen;C4;0.0;2020.0;C;115.0;front;mechanics;no;1.6;150.0;189.0;10.9;7.1
Citroen;C4;78272.0;2017.0;C;115.0;front;automatic;no;1.6;150.0;188.0;12.5;6.6
Citroen;C4;0.0;2020.0;C;150.0;front;automatic;turbocharging;1.6;240.0;207.0;8.1;6.5
Citroen;C4;0.0;2020.0;C;115.0;front;mechanics;no;1.6;150.0;189.0;10.9;7.1
Citroen;C4;0.0;2020.0;C;114.0;front;mechanics;turbocharging;1.6;270.0;187.0;11.4;4.8
Citroen;C4;33905.0;2017.0;C;150.0;front;automatic;turbocharging;1.6;240.0;207.0;8.1;6.5
Citroen;C4;0.0;2020.0;C;150.0;front;automatic;turbocharging;1.6;240.0;207.0;8.1;6.5
Citroen;C4;0.0;2020.0;C;115.0;front;automatic;no;1.6;150.0;188.0;12.5;6.6
Citroen;C4;71850.0;2016.0;C;150.0;front;automatic;turbocharging;1.6;240.0;207.0;8.1;6.5
Citroen;C4;43000.0;2019.0;C;114.0;front;mechanics;turbocharging;1.6;270.0;187.0;11.4;4.8
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;74613.0;2017.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;21679.0;2019.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;3804.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;11965.0;2019.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;20120.0;2019.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Land Rover;Discovery;11.0;2018.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.1;7.2
Citroen;SpaceTourer;29192.0;2019.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;mechanics;turbocharging;2.0;370.0;184.0;12.4;6.0
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;83000.0;2018.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;25590.0;2018.0;M;95.0;front;mechanics;turbocharging;1.6;210.0;145.0;14.7;5.6
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;mechanics;turbocharging;2.0;370.0;184.0;12.4;6.0
Citroen;SpaceTourer;99000.0;2017.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;160000.0;2017.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Renault;Arkana;0.0;2020.0;J;114.0;front;variator;no;1.6;156.0;172.0;15.2;6.9
Renault;Arkana;0.0;2020.0;J;114.0;full;mechanics;no;1.6;156.0;180.0;13.3;7.7
Renault;Arkana;0.0;2020.0;J;114.0;front;mechanics;no;1.6;156.0;183.0;12.4;7.1
Renault;Arkana;0.0;2020.0;J;150.0;front;variator;turbocharging;1.3;250.0;191.0;10.2;7.1
Renault;Arkana;614.0;2019.0;J;150.0;front;variator;turbocharging;1.3;250.0;191.0;10.2;7.1
Renault;Arkana;0.0;2020.0;J;150.0;front;variator;turbocharging;1.3;250.0;191.0;10.2;7.1
Renault;Arkana;0.0;2020.0;J;150.0;front;variator;turbocharging;1.3;250.0;191.0;10.2;7.1
Renault;Arkana;0.0;2020.0;J;114.0;front;variator;no;1.6;156.0;172.0;15.2;6.9
Renault;Arkana;577.0;2020.0;J;114.0;full;mechanics;no;1.6;156.0;180.0;13.3;7.7
Renault;Arkana;0.0;2020.0;J;114.0;full;mechanics;no;1.6;156.0;180.0;13.3;7.7
Renault;Arkana;0.0;2020.0;J;150.0;full;variator;turbocharging;1.3;250.0;191.0;10.5;7.2
Renault;Arkana;12538.0;2019.0;J;150.0;front;variator;turbocharging;1.3;250.0;191.0;10.2;7.1
Renault;Arkana;0.0;2020.0;J;150.0;full;variator;turbocharging;1.3;250.0;191.0;10.5;7.2
Renault;Arkana;0.0;2020.0;J;114.0;front;variator;no;1.6;156.0;172.0;15.2;6.9
Renault;Arkana;50991.0;2019.0;J;114.0;front;variator;no;1.6;156.0;172.0;15.2;6.9
Land Rover;Range Rover Sport;36000.0;2019.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;7.6;6.9
Land Rover;Range Rover Sport;6387.0;2020.0;J;575.0;full;automatic;compressor;5.0;700.0;280.0;4.5;12.8
Land Rover;Range Rover Sport;55000.0;2019.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;7.6;6.9
Land Rover;Range Rover Sport;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.5;9.1
Land Rover;Range Rover Sport;33500.0;2019.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;7.6;6.9
Land Rover;Range Rover Sport;0.0;2020.0;J;360.0;full;automatic;compressor;3.0;495.0;209.0;6.6;9.2
Land Rover;Range Rover Sport;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.5;9.1
Land Rover;Range Rover Sport;60417.0;2019.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;7.6;6.9
Land Rover;Range Rover Sport;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.5;9.1
Land Rover;Range Rover Sport;0.0;2020.0;J;360.0;full;automatic;compressor;3.0;495.0;209.0;6.6;9.2
Land Rover;Range Rover Sport;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.5;9.1
Land Rover;Range Rover Sport;4072.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;7.6;6.9
Land Rover;Range Rover Sport;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.5;9.1
Land Rover;Range Rover Sport;0.0;2020.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;8.5;9.1
Land Rover;Range Rover Sport;44530.0;2018.0;J;249.0;full;automatic;turbocharging;3.0;600.0;209.0;7.6;6.9
Land Rover;Range Rover Sport;0.0;2020.0;J;300.0;full;automatic;turbocharging;3.0;650.0;209.0;7.3;9.2
Land Rover;Range Rover Sport;77000.0;2018.0;J;339.0;full;automatic;turbocharging;4.4;700.0;209.0;6.9;8.4
Hyundai;Sonata;27254.0;2020.0;D;180.0;front;automatic;no;2.5;232.0;210.0;9.2;7.7
Renault;Duster;36536.0;2018.0;J;143.0;full;mechanics;no;2.0;195.0;180.0;10.3;7.8
Skoda;Rapid;0.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;5.4
Skoda;Rapid;0.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;5.4
Skoda;Rapid;0.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;5.4
Skoda;Rapid;0.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;5.4
Skoda;Rapid;0.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;5.4
Hyundai;Solaris;8500.0;2020.0;B;123.0;front;automatic;no;1.6;151.0;192.0;11.2;6.6
BMW;X5;381.0;2020.0;J;400.0;full;automatic;turbocharging;3.0;760.0;250.0;5.2;7.2
Audi;A8;0.0;2020.0;;340.0;full;automatic;turbocharging;3.0;500.0;250.0;5.7;8.0
BMW;2 series;0.0;2020.0;C;140.0;front;robot;turbocharging;1.5;220.0;215.0;8.7;5.4
Audi;SQ7;1824.0;2020.0;J;422.0;full;automatic;turbocharging;4.0;900.0;250.0;4.8;8.7
YAZ;Patriot;3100.0;2019.0;J;150.0;full;automatic;no;2.7;235.0;197.15641361256542;10.423527447894207;0.0
Mercedes-Benz;GLE AMG;0.0;2020.0;J;612.0;full;automatic;turbocharging;4.0;850.0;280.0;3.8;11.5
LADA (VAZ);Vesta;0.0;2020.0;B;113.0;front;variator;no;1.6;152.0;175.0;11.3;7.1
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;90433.0;2018.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;9250.0;2019.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;1114.0;2019.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;64979.0;2018.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;42000.0;2017.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
Citroen;SpaceTourer;0.0;2020.0;M;150.0;front;automatic;turbocharging;2.0;370.0;183.0;12.3;6.2
MINI;Hatch;8000.0;2019.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;1800.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;0.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;0.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;0.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;13570.0;2019.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;0.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;68000.0;2018.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;0.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;0.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;4946.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
MINI;Hatch;0.0;2020.0;B;231.0;front;automatic;turbocharging;2.0;320.0;246.0;6.1;6.2
Volkswagen;Polo;0.0;2020.0;B;110.0;front;mechanics;no;1.6;155.0;195.0;10.7;6.4
Volkswagen;Polo;0.0;2020.0;B;110.0;front;mechanics;no;1.6;155.0;195.0;10.7;6.4
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;6294.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;6.0
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;1088.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;3821.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;6.0
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;0.0;2020.0;B;110.0;front;mechanics;no;1.6;155.0;195.0;10.7;6.4
Volkswagen;Polo;0.0;2020.0;B;125.0;front;robot;turbocharging;1.4;200.0;204.0;9.2;6.0
Volkswagen;Polo;8000.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;0.0;2020.0;B;110.0;front;mechanics;no;1.6;155.0;195.0;10.7;6.4
Volkswagen;Polo;0.0;2020.0;B;110.0;front;mechanics;no;1.6;155.0;195.0;10.7;6.4
Volkswagen;Polo;0.0;2020.0;B;110.0;front;mechanics;no;1.6;155.0;195.0;10.7;6.4
Volkswagen;Polo;0.0;2020.0;B;110.0;front;automatic;no;1.6;155.0;190.0;11.8;6.6
Volkswagen;Polo;0.0;2020.0;B;90.0;front;mechanics;no;1.6;155.0;184.0;11.4;6.4
Skoda;Octavia;0.0;2020.0;C;150.0;front;mechanics;turbocharging;1.4;250.0;227.0;8.1;5.8
Skoda;Octavia;0.0;2020.0;C;150.0;front;robot;turbocharging;1.5;250.0;230.0;8.5;4.7
Skoda;Octavia;27.0;2020.0;C;150.0;front;automatic;turbocharging;1.4;250.0;223.0;9.0;5.5
