mark,Box,Drive_unit,Country,Color,Mileage,Year,Car_type,Model,Maximum_power,Maximum_speed,Consumption,Price
Toyota,variator,full,Japan,brown,138328.0,2010.0,SUV,RAV4,158.0,185.0,7.5,964000.0
Toyota,variator,full,Japan,gray,88712.0,2011.0,SUV,RAV4,158.0,185.0,7.5,1077000.0
Toyota,variator,full,Japan,brown,102000.0,2010.0,SUV,RAV4,158.0,185.0,7.5,1045000.0
Toyota,variator,full,Japan,silver,94789.0,2011.0,SUV,RAV4,148.0,185.0,7.6,948000.0
Toyota,variator,front,Japan,white,50055.0,2011.0,SUV,RAV4,148.0,185.0,7.5,1185000.0
Toyota,robot,front,Japan,black,142300.0,2008.0,Sedan,Corolla,124.0,195.0,6.7,415000.0
Toyota,automatic,front,Japan,gray,297000.0,2006.0,Sedan,Corolla,124.0,195.0,7.2,497000.0
Mercedes-Benz,automatic,full,German,silver,1500.0,2001.0,SUV,G-Class,250.0,182.0,12.8,2400000.0
Toyota,automatic,full,Japan,white,31000.0,2018.0,SUV,Highlander,249.0,180.0,9.5,3677000.0
Toyota,automatic,full,Japan,white,99700.0,2016.0,SUV,Highlander,249.0,180.0,9.5,2995000.0
Toyota,automatic,full,Japan,black,84000.0,2018.0,SUV,Highlander,249.0,180.0,9.5,3750000.0
Toyota,automatic,full,Japan,black,58226.0,2017.0,SUV,Highlander,249.0,180.0,9.5,3299000.0
Toyota,automatic,full,Japan,black,113000.0,2016.0,SUV,Highlander,249.0,180.0,9.5,2870000.0
Subaru,automatic,full,Japan,black,83066.0,2004.0,Station Wagon,Outback,250.0,230.0,0.0,580000.0
Subaru,automatic,full,Japan,gold,190000.0,2004.0,Station Wagon,Outback,250.0,230.0,0.0,530000.0
Subaru,automatic,full,Japan,black,308000.0,2004.0,Station Wagon,Outback,245.0,224.0,9.8,600000.0
Subaru,automatic,full,Japan,silver,268000.0,2004.0,Station Wagon,Outback,245.0,224.0,9.8,450000.0
Subaru,automatic,full,Japan,gold,280000.0,2005.0,Station Wagon,Outback,245.0,224.0,9.8,350000.0
Subaru,automatic,full,Japan,beige,419000.0,2003.0,Station Wagon,Outback,165.0,197.0,0.0,400000.0
Subaru,automatic,full,Japan,silver,324500.0,2004.0,Station Wagon,Outback,165.0,197.0,0.0,455000.0
Subaru,mechanics,full,Japan,gold,314000.0,2005.0,Station Wagon,Outback,165.0,198.0,0.0,595000.0
Opel,robot,front,German,black,133947.0,2007.0,Sedan,Vectra,140.0,210.0,7.2,327000.0
Opel,mechanics,front,German,gray,198000.0,2007.0,Sedan,Vectra,140.0,210.0,7.2,250000.0
Opel,robot,front,German,gray,150000.0,2007.0,Sedan,Vectra,140.0,210.0,7.2,270000.0
Opel,automatic,front,German,black,190000.0,2008.0,Sedan,Vectra,155.0,210.0,8.5,270000.0
Opel,mechanics,front,German,black,144444.0,2008.0,Sedan,Vectra,140.0,210.0,7.2,350000.0
Opel,mechanics,front,German,black,269500.0,2007.0,Sedan,Vectra,140.0,210.0,7.2,265000.0
Opel,robot,front,German,silver,167339.0,2008.0,Sedan,Vectra,140.0,210.0,7.2,319000.0
Opel,mechanics,front,German,silver,173000.0,2007.0,Sedan,Vectra,140.0,210.0,7.2,380000.0
Opel,mechanics,front,German,beige,150000.0,2007.0,Sedan,Vectra,140.0,210.0,7.2,370000.0
Opel,robot,front,German,black,170000.0,2006.0,Sedan,Vectra,140.0,210.0,7.2,250000.0
Opel,mechanics,front,German,silver,265000.0,2008.0,Sedan,Vectra,105.0,194.0,6.8,380000.0
Opel,robot,front,German,silver,129000.0,2008.0,Sedan,Vectra,140.0,210.0,7.2,350000.0
Opel,robot,front,German,green,183000.0,2007.0,Sedan,Vectra,140.0,210.0,7.2,360000.0
Opel,mechanics,front,German,black,310000.0,2006.0,Sedan,Vectra,140.0,210.0,7.2,165000.0
Opel,mechanics,front,German,beige,186000.0,2006.0,Sedan,Vectra,140.0,210.0,7.2,270000.0
Mercedes-Benz,automatic,rear,German,black,72000.0,2016.0,Sedan,Maybach S-Class,530.0,250.0,11.7,20000000.0
Mercedes-Benz,automatic,full,German,black,147000.0,2016.0,Sedan,Maybach S-Class,333.0,250.0,8.9,3849000.0
Mercedes-Benz,automatic,full,German,black,27804.0,2017.0,Sedan,Maybach S-Class,333.0,250.0,8.9,6700000.0
Mercedes-Benz,automatic,full,German,black,103991.0,2016.0,Sedan,Maybach S-Class,455.0,250.0,9.4,3998000.0
Mercedes-Benz,automatic,rear,German,black,92691.0,2015.0,Sedan,Maybach S-Class,455.0,250.0,8.9,4240000.0
Mercedes-Benz,automatic,full,German,black,157000.0,2015.0,Sedan,Maybach S-Class,455.0,250.0,9.4,3300000.0
Mercedes-Benz,automatic,full,German,black,125000.0,2015.0,Sedan,Maybach S-Class,455.0,250.0,9.4,4500000.0
Mercedes-Benz,automatic,rear,German,black,75000.0,2015.0,Sedan,Maybach S-Class,455.0,250.0,8.9,3800000.0
Mercedes-Benz,automatic,full,German,black,199842.0,2016.0,Sedan,Maybach S-Class,455.0,250.0,9.4,3533000.0
Mercedes-Benz,automatic,rear,German,black,28650.0,2015.0,Sedan,Maybach S-Class,530.0,250.0,11.7,5689000.0
Mercedes-Benz,automatic,full,German,black,123500.0,2015.0,Sedan,Maybach S-Class,455.0,250.0,9.4,3695000.0
Mercedes-Benz,automatic,full,German,black,123000.0,2016.0,Sedan,Maybach S-Class,455.0,250.0,9.4,4190000.0
Mercedes-Benz,automatic,rear,German,black,72261.0,2015.0,Sedan,Maybach S-Class,455.0,250.0,8.9,4399000.0
Mercedes-Benz,automatic,rear,German,black,53000.0,2014.0,Sedan,Maybach S-Class,455.0,250.0,8.9,4444444.0
Mercedes-Benz,automatic,full,German,black,103250.0,2015.0,Sedan,Maybach S-Class,333.0,250.0,8.9,4999999.0
Cadillac,automatic,full,USA,white,138000.0,2011.0,SUV,SRX,269.0,200.0,11.3,869000.0
Cadillac,automatic,full,USA,white,101000.0,2011.0,SUV,SRX,269.0,200.0,11.3,899000.0
Cadillac,automatic,full,USA,white,95000.0,2010.0,SUV,SRX,269.0,200.0,11.3,710000.0
Cadillac,automatic,full,USA,black,95000.0,2010.0,SUV,SRX,269.0,200.0,11.3,730000.0
Cadillac,automatic,full,USA,white,169538.0,2011.0,SUV,SRX,269.0,200.0,11.3,709000.0
Cadillac,automatic,full,USA,black,130000.0,2012.0,SUV,SRX,271.0,200.0,11.3,740000.0
Cadillac,automatic,full,USA,black,107000.0,2011.0,SUV,SRX,269.0,200.0,11.3,895000.0
Cadillac,automatic,full,USA,white,129000.0,2010.0,SUV,SRX,269.0,200.0,11.3,900000.0
Cadillac,automatic,full,USA,white,200000.0,2010.0,SUV,SRX,269.0,200.0,11.3,725000.0
Cadillac,automatic,full,USA,gray,151662.0,2011.0,SUV,SRX,269.0,200.0,11.3,730000.0
Cadillac,automatic,full,USA,white,150000.0,2011.0,SUV,SRX,269.0,200.0,11.3,870000.0
Cadillac,automatic,full,USA,black,120000.0,2012.0,SUV,SRX,271.0,200.0,11.3,1000000.0
Cadillac,automatic,full,USA,blue,67000.0,2011.0,SUV,SRX,269.0,200.0,11.3,1350000.0
Cadillac,automatic,full,USA,white,156000.0,2010.0,SUV,SRX,269.0,200.0,11.3,730000.0
Cadillac,automatic,full,USA,black,200000.0,2011.0,SUV,SRX,269.0,200.0,11.3,830000.0
Citroen,automatic,front,France,red,150000.0,2011.0,Hatchback,C4,120.0,188.0,6.9,379000.0
Citroen,automatic,front,France,gray,224741.0,2011.0,Hatchback,C4,120.0,188.0,6.9,360000.0
Citroen,mechanics,front,France,blue,176000.0,2011.0,Hatchback,C4,120.0,193.0,6.2,350000.0
Citroen,automatic,front,France,white,66608.0,2012.0,Hatchback,C4,120.0,188.0,6.9,589000.0
Citroen,automatic,front,France,red,98000.0,2011.0,Hatchback,C4,120.0,188.0,6.9,409000.0
Citroen,automatic,front,France,red,137000.0,2011.0,Hatchback,C4,120.0,188.0,6.9,495000.0
Citroen,mechanics,front,France,gray,154336.0,2011.0,Hatchback,C4,110.0,190.0,7.2,389000.0
Citroen,mechanics,front,France,red,79679.0,2012.0,Hatchback,C4,110.0,190.0,7.2,409000.0
Citroen,mechanics,front,France,blue,203724.0,2011.0,Hatchback,C4,110.0,190.0,7.2,380000.0
Citroen,automatic,front,France,gray,180212.0,2011.0,Hatchback,C4,120.0,188.0,6.9,345000.0
Citroen,automatic,front,France,gray,93697.0,2012.0,Hatchback,C4,120.0,188.0,6.9,590000.0
Citroen,robot,front,France,gray,125835.0,2012.0,Hatchback,C4,112.0,190.0,4.2,633000.0
Citroen,automatic,front,France,white,132000.0,2012.0,Hatchback,C4,120.0,188.0,6.9,540000.0
Citroen,automatic,front,France,white,166956.0,2011.0,Hatchback,C4,120.0,188.0,6.9,373000.0
Citroen,automatic,front,France,white,104000.0,2012.0,Hatchback,C4,120.0,188.0,6.9,545000.0
Mazda,mechanics,front,Japan,black,165000.0,2007.0,Sedan,6,120.0,200.0,6.8,485000.0
Mazda,automatic,front,Japan,silver,128000.0,2008.0,Sedan,6,147.0,204.0,7.7,599000.0
Mazda,mechanics,front,Japan,red,161000.0,2008.0,Sedan,6,147.0,214.0,7.0,499000.0
Mazda,mechanics,front,Japan,blue,116440.0,2008.0,Sedan,6,120.0,200.0,6.8,534000.0
Mazda,mechanics,front,Japan,red,282686.0,2008.0,Sedan,6,147.0,214.0,7.0,539000.0
Mazda,automatic,front,Japan,black,140255.0,2008.0,Sedan,6,147.0,204.0,7.7,558000.0
Mazda,automatic,front,Japan,white,147000.0,2008.0,Sedan,6,147.0,204.0,7.7,590000.0
Mazda,automatic,front,Japan,black,147000.0,2008.0,Sedan,6,147.0,204.0,7.7,525000.0
Mazda,mechanics,front,Japan,black,95000.0,2009.0,Sedan,6,147.0,214.0,7.0,550000.0
Mazda,automatic,front,Japan,purple,174845.0,2008.0,Sedan,6,147.0,204.0,7.7,510000.0
Mazda,automatic,front,Japan,blue,142000.0,2008.0,Sedan,6,147.0,204.0,7.7,455000.0
Mazda,automatic,front,Japan,magenta,190000.0,2008.0,Sedan,6,147.0,204.0,7.7,490000.0
Mazda,automatic,front,Japan,magenta,189000.0,2007.0,Sedan,6,147.0,204.0,7.7,499000.0
Mazda,automatic,front,Japan,black,157647.0,2008.0,Sedan,6,147.0,204.0,7.7,575000.0
Chevrolet,mechanics,front,USA,blue,212000.0,2008.0,Station Wagon,Lacetti,109.0,187.0,7.8,330000.0
Land Rover,automatic,full,UK,silver,107700.0,2008.0,SUV,Range Rover Sport,390.0,225.0,15.9,960000.0
Land Rover,automatic,full,UK,black,204120.0,2007.0,SUV,Range Rover Sport,390.0,225.0,15.9,675000.0
Land Rover,automatic,full,UK,black,126000.0,2008.0,SUV,Range Rover Sport,272.0,209.0,11.1,849000.0
Land Rover,automatic,full,UK,black,267819.0,2007.0,SUV,Range Rover Sport,299.0,209.0,14.9,845000.0
Land Rover,automatic,full,UK,black,112000.0,2008.0,SUV,Range Rover Sport,390.0,225.0,15.9,929000.0
Land Rover,automatic,full,UK,red,261480.0,2007.0,SUV,Range Rover Sport,272.0,209.0,11.1,735000.0
Land Rover,automatic,full,UK,black,229975.0,2007.0,SUV,Range Rover Sport,299.0,209.0,14.9,700000.0
Land Rover,automatic,full,UK,gray,160000.0,2006.0,SUV,Range Rover Sport,299.0,209.0,14.9,660000.0
Land Rover,automatic,full,UK,gray,164000.0,2008.0,SUV,Range Rover Sport,272.0,209.0,11.1,700000.0
Land Rover,automatic,full,UK,white,164579.0,2008.0,SUV,Range Rover Sport,272.0,209.0,11.1,790000.0
Land Rover,automatic,full,UK,red,157000.0,2008.0,SUV,Range Rover Sport,272.0,209.0,11.1,899000.0
Land Rover,automatic,full,UK,blue,250000.0,2009.0,SUV,Range Rover Sport,272.0,209.0,11.1,920000.0
Land Rover,automatic,full,UK,red,205000.0,2006.0,SUV,Range Rover Sport,390.0,225.0,15.9,610000.0
Land Rover,automatic,full,UK,black,183500.0,2006.0,SUV,Range Rover Sport,299.0,209.0,14.9,777000.0
Land Rover,automatic,full,UK,blue,115000.0,2009.0,SUV,Range Rover Sport,190.0,180.0,10.2,1100000.0
LADA (VAZ),mechanics,front,Russia,brown,53113.0,2018.0,Station Wagon,Vesta,106.0,172.0,7.5,729000.0
LADA (VAZ),robot,front,Russia,orange,69000.0,2017.0,Station Wagon,Vesta,122.0,181.0,7.7,745000.0
LADA (VAZ),robot,front,Russia,white,50000.0,2018.0,Station Wagon,Vesta,122.0,181.0,7.7,730000.0
LADA (VAZ),mechanics,front,Russia,brown,0.0,2020.0,Station Wagon,Vesta,122.0,180.0,7.9,803900.0
LADA (VAZ),mechanics,front,Russia,light Blue,19839.0,2019.0,Station Wagon,Vesta,122.0,180.0,7.9,870000.0
LADA (VAZ),mechanics,front,Russia,orange,0.0,2020.0,Station Wagon,Vesta,106.0,172.0,7.5,872900.0
LADA (VAZ),mechanics,front,Russia,black,17500.0,2019.0,Station Wagon,Vesta,106.0,172.0,7.5,855000.0
LADA (VAZ),mechanics,front,Russia,black,0.0,2020.0,Station Wagon,Vesta,106.0,172.0,7.5,911900.0
LADA (VAZ),mechanics,front,Russia,orange,34910.0,2019.0,Station Wagon,Vesta,122.0,180.0,7.9,732000.0
LADA (VAZ),mechanics,front,Russia,red,103000.0,2019.0,Station Wagon,Vesta,122.0,180.0,7.9,755000.0
LADA (VAZ),mechanics,front,Russia,white,0.0,2020.0,Station Wagon,Vesta,106.0,172.0,7.5,899900.0
LADA (VAZ),robot,front,Russia,gray,15650.0,2019.0,Station Wagon,Vesta,122.0,181.0,7.7,849000.0
LADA (VAZ),mechanics,front,Russia,red,63784.0,2019.0,Station Wagon,Vesta,122.0,180.0,7.9,819000.0
LADA (VAZ),mechanics,front,Russia,red,0.0,2020.0,Station Wagon,Vesta,122.0,180.0,7.9,936900.0
LADA (VAZ),robot,front,Russia,gray,15650.0,2019.0,Station Wagon,Vesta,122.0,181.0,7.7,829000.0
Citroen,automatic,front,France,white,98310.0,2013.0,Hatchback,DS4,150.0,212.0,7.7,590000.0
Citroen,automatic,front,France,white,57000.0,2014.0,Hatchback,DS4,150.0,212.0,7.7,760000.0
Citroen,automatic,front,France,white,92000.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,589000.0
Citroen,automatic,front,France,white,83000.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,625000.0
Citroen,automatic,front,France,silver,97000.0,2013.0,Hatchback,DS4,150.0,212.0,7.7,699000.0
Citroen,automatic,front,France,blue,109704.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,629000.0
Citroen,automatic,front,France,black,224220.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,545000.0
Citroen,automatic,front,France,white,104048.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,540000.0
Citroen,automatic,front,France,brown,93000.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,530000.0
Citroen,automatic,front,France,brown,93321.0,2014.0,Hatchback,DS4,150.0,212.0,7.7,670000.0
Citroen,mechanics,front,France,brown,168420.0,2012.0,Hatchback,DS4,120.0,193.0,6.2,419000.0
Citroen,automatic,front,France,white,124500.0,2014.0,Hatchback,DS4,150.0,212.0,7.7,620000.0
Citroen,automatic,front,France,blue,132000.0,2013.0,Hatchback,DS4,150.0,212.0,7.7,780000.0
Citroen,automatic,front,France,white,109000.0,2014.0,Hatchback,DS4,150.0,212.0,7.7,650000.0
Citroen,automatic,front,France,green,93000.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,665000.0
Hyundai,mechanics,front,South Korea,gray,300000.0,2001.0,Sedan,Accent,102.0,180.0,0.0,125000.0
Hyundai,mechanics,front,South Korea,beige,157000.0,2009.0,Sedan,Accent,102.0,181.0,7.5,265000.0
Hyundai,mechanics,front,South Korea,gray,112170.0,2009.0,Sedan,Accent,102.0,181.0,7.5,290000.0
Hyundai,mechanics,front,South Korea,black,380490.0,2009.0,Sedan,Accent,102.0,181.0,7.5,280000.0
Hyundai,automatic,front,South Korea,blue,163731.0,2007.0,Sedan,Accent,102.0,166.0,8.6,285000.0
Hyundai,automatic,front,South Korea,beige,62339.0,2005.0,Sedan,Accent,102.0,166.0,8.6,256500.0
Hyundai,mechanics,front,South Korea,red,148791.0,2006.0,Sedan,Accent,102.0,181.0,7.5,279000.0
Hyundai,mechanics,front,South Korea,silver,165158.0,2008.0,Sedan,Accent,102.0,181.0,7.5,279000.0
Hyundai,mechanics,front,South Korea,silver,135000.0,2006.0,Sedan,Accent,92.0,175.0,0.0,245000.0
Hyundai,automatic,front,South Korea,black,183236.0,2008.0,Sedan,Accent,102.0,166.0,8.6,248000.0
Hyundai,mechanics,front,South Korea,silver,190716.0,2005.0,Sedan,Accent,102.0,181.0,7.5,165000.0
Hyundai,automatic,front,South Korea,gray,156888.0,2004.0,Sedan,Accent,102.0,166.0,8.6,210000.0
Hyundai,automatic,front,South Korea,beige,116151.0,2008.0,Sedan,Accent,102.0,166.0,8.6,265000.0
Hyundai,mechanics,front,South Korea,red,145408.0,2005.0,Sedan,Accent,102.0,181.0,7.5,165000.0
Hyundai,mechanics,front,South Korea,black,124000.0,2008.0,Sedan,Accent,102.0,181.0,7.5,245000.0
Great Wall,automatic,full,China,black,70500.0,2012.0,SUV,Hover H5,150.0,170.0,8.4,660000.0
Great Wall,automatic,full,China,silver,125000.0,2012.0,SUV,Hover H5,150.0,170.0,8.4,489000.0
Great Wall,mechanics,full,China,black,120926.0,2014.0,SUV,Hover H5,127.0,160.0,10.3,625000.0
Great Wall,mechanics,full,China,gray,102916.0,2013.0,SUV,Hover H5,143.0,170.0,8.4,460000.0
Great Wall,mechanics,full,China,silver,95470.0,2014.0,SUV,Hover H5,143.0,170.0,8.4,555000.0
Great Wall,mechanics,full,China,silver,110000.0,2014.0,SUV,Hover H5,127.0,160.0,10.3,559000.0
Great Wall,mechanics,full,China,black,91000.0,2011.0,SUV,Hover H5,136.0,160.0,9.4,449000.0
Great Wall,mechanics,full,China,white,178230.0,2013.0,SUV,Hover H5,136.0,160.0,9.4,513000.0
Great Wall,mechanics,full,China,black,36000.0,2013.0,SUV,Hover H5,127.0,160.0,10.3,640000.0
Great Wall,mechanics,full,China,brown,111617.0,2014.0,SUV,Hover H5,143.0,170.0,8.4,545000.0
Great Wall,mechanics,full,China,gray,75045.0,2011.0,SUV,Hover H5,136.0,160.0,9.4,469000.0
Great Wall,mechanics,full,China,gray,87023.0,2014.0,SUV,Hover H5,127.0,160.0,10.3,590000.0
Great Wall,automatic,full,China,black,165000.0,2013.0,SUV,Hover H5,150.0,170.0,8.4,495000.0
Great Wall,mechanics,full,China,blue,220333.0,2013.0,SUV,Hover H5,127.0,160.0,10.3,479000.0
Great Wall,mechanics,full,China,black,95172.0,2012.0,SUV,Hover H5,127.0,160.0,10.3,499100.0
Great Wall,mechanics,full,China,black,141666.0,2012.0,SUV,Hover H5,136.0,160.0,9.4,499000.0
BMW,automatic,full,German,white,99600.0,2017.0,Sedan,3 series,190.0,228.0,4.7,1825000.0
BMW,automatic,rear,German,black,80000.0,2017.0,Sedan,3 series,136.0,210.0,5.4,1470000.0
BMW,automatic,rear,German,red,50000.0,2017.0,Sedan,3 series,136.0,210.0,5.4,1500000.0
BMW,automatic,full,German,white,33963.0,2015.0,Sedan,3 series,190.0,228.0,4.7,1899000.0
BMW,automatic,full,German,blue,73401.0,2016.0,Sedan,3 series,184.0,230.0,6.1,1850000.0
BMW,automatic,rear,German,black,71000.0,2017.0,Sedan,3 series,184.0,235.0,5.8,1650000.0
BMW,automatic,rear,German,white,58000.0,2015.0,Sedan,3 series,136.0,210.0,5.4,1450000.0
BMW,automatic,rear,German,gray,38635.0,2017.0,Sedan,3 series,184.0,235.0,5.8,1498000.0
BMW,automatic,full,German,black,90000.0,2017.0,Sedan,3 series,184.0,230.0,6.1,1580000.0
BMW,automatic,rear,German,white,26065.0,2017.0,Sedan,3 series,136.0,210.0,5.4,1757000.0
BMW,automatic,full,German,white,107728.0,2017.0,Sedan,3 series,184.0,230.0,6.1,1550000.0
BMW,automatic,full,German,blue,32388.0,2017.0,Sedan,3 series,184.0,230.0,6.1,1997000.0
BMW,automatic,full,German,black,16821.0,2018.0,Sedan,3 series,184.0,230.0,6.1,1997000.0
BMW,automatic,rear,German,black,51087.0,2017.0,Sedan,3 series,184.0,235.0,5.8,1657000.0
BMW,automatic,full,German,silver,69000.0,2017.0,Sedan,3 series,190.0,228.0,4.7,1747000.0
BMW,automatic,full,German,white,122042.0,2015.0,Sedan,3 series,190.0,228.0,4.7,1620000.0
BMW,automatic,full,German,white,57000.0,2016.0,Sedan,3 series,184.0,230.0,6.1,1800000.0
Volkswagen,mechanics,front,German,white,127254.0,2013.0,Compact MPV,Caddy,105.0,169.0,6.7,790000.0
Honda,variator,front,Japan,black,43000.0,2018.0,Sedan,Accord,192.0,197.15641361256544,7.1,1770000.0
Honda,variator,front,Japan,black,14000.0,2019.0,Sedan,Accord,192.0,197.15641361256544,7.1,1890000.0
Honda,variator,front,Japan,gray,7050.0,2018.0,Sedan,Accord,192.0,197.15641361256544,7.1,1865000.0
Honda,automatic,front,Japan,red,11000.0,2019.0,Sedan,Accord,252.0,197.15641361256544,0.0,2400000.0
Kia,automatic,front,South Korea,gray,78510.0,2014.0,Sedan,Optima,150.0,208.0,7.6,1000000.0
Kia,automatic,front,South Korea,silver,128641.0,2015.0,Sedan,Optima,150.0,208.0,7.6,959000.0
Kia,automatic,front,South Korea,black,58369.0,2015.0,Sedan,Optima,150.0,208.0,7.6,1265000.0
Kia,automatic,front,South Korea,silver,166080.0,2014.0,Sedan,Optima,150.0,208.0,7.6,1057000.0
Kia,automatic,front,South Korea,blue,109836.0,2014.0,Sedan,Optima,150.0,208.0,7.6,960000.0
Kia,automatic,front,South Korea,black,135807.0,2015.0,Sedan,Optima,180.0,210.0,8.1,825000.0
Kia,automatic,front,South Korea,silver,115340.0,2015.0,Sedan,Optima,150.0,208.0,7.6,959990.0
Kia,automatic,front,South Korea,white,291000.0,2014.0,Sedan,Optima,180.0,210.0,8.1,860000.0
Kia,automatic,front,South Korea,white,97200.0,2015.0,Sedan,Optima,150.0,208.0,7.6,900000.0
Kia,automatic,front,South Korea,white,102000.0,2015.0,Sedan,Optima,180.0,210.0,8.1,910000.0
Kia,automatic,front,South Korea,silver,108647.0,2014.0,Sedan,Optima,180.0,210.0,8.1,1169000.0
Kia,automatic,front,South Korea,white,93000.0,2015.0,Sedan,Optima,180.0,210.0,8.1,1215000.0
Kia,automatic,front,South Korea,white,244000.0,2015.0,Sedan,Optima,150.0,208.0,7.6,870000.0
Kia,automatic,front,South Korea,gray,122153.0,2015.0,Sedan,Optima,150.0,208.0,7.6,949000.0
Kia,automatic,front,South Korea,gray,69229.0,2015.0,Sedan,Optima,150.0,208.0,7.6,1039000.0
LADA (VAZ),mechanics,front,Russia,red,129000.0,2006.0,Sedan,Kalina,81.0,160.0,7.8,155000.0
LADA (VAZ),mechanics,front,Russia,beige,155000.0,2007.0,Sedan,Kalina,81.0,160.0,7.8,106000.0
LADA (VAZ),mechanics,front,Russia,green,90286.0,2010.0,Sedan,Kalina,81.0,160.0,7.8,172000.0
LADA (VAZ),mechanics,front,Russia,red,118600.0,2006.0,Sedan,Kalina,81.0,160.0,7.8,134800.0
LADA (VAZ),mechanics,front,Russia,blue,114000.0,2007.0,Sedan,Kalina,89.0,165.0,7.0,97000.0
LADA (VAZ),mechanics,front,Russia,blue,140000.0,2007.0,Sedan,Kalina,81.0,160.0,7.8,145000.0
LADA (VAZ),mechanics,front,Russia,silver,79000.0,2008.0,Sedan,Kalina,89.0,165.0,7.0,115000.0
LADA (VAZ),mechanics,front,Russia,green,178000.0,2006.0,Sedan,Kalina,90.0,185.0,7.2,70000.0
LADA (VAZ),mechanics,front,Russia,red,32000.0,2008.0,Sedan,Kalina,89.0,165.0,7.0,170000.0
LADA (VAZ),mechanics,front,Russia,blue,193000.0,2006.0,Sedan,Kalina,81.0,160.0,7.8,115000.0
LADA (VAZ),mechanics,front,Russia,gray,40700.0,2010.0,Sedan,Kalina,81.0,160.0,7.8,200000.0
LADA (VAZ),mechanics,front,Russia,black,127000.0,2011.0,Sedan,Kalina,84.0,160.0,7.8,139000.0
LADA (VAZ),mechanics,front,Russia,silver,141800.0,2008.0,Sedan,Kalina,81.0,160.0,7.8,160000.0
LADA (VAZ),mechanics,front,Russia,purple,68000.0,2007.0,Sedan,Kalina,81.0,160.0,7.8,160000.0
LADA (VAZ),mechanics,front,Russia,blue,250000.0,2007.0,Sedan,Kalina,81.0,160.0,7.8,125000.0
Mazda,automatic,front,Japan,red,68400.0,2008.0,Sedan,6,147.0,204.0,7.7,650000.0
Great Wall,mechanics,full,China,gray,140876.0,2013.0,SUV,Hover H5,127.0,160.0,10.3,455000.0
Citroen,automatic,front,France,brown,84000.0,2012.0,Hatchback,DS4,150.0,212.0,7.7,625000.0
Porsche,automatic,full,German,black,20000.0,2019.0,SUV,Cayenne,340.0,245.0,9.2,6700000.0
Porsche,automatic,full,German,gray,21667.0,2019.0,SUV,Cayenne,340.0,245.0,9.2,7900000.0
Porsche,automatic,full,German,black,0.0,2020.0,SUV,Cayenne,340.0,245.0,9.2,8514572.0
Porsche,automatic,full,German,gray,0.0,2020.0,SUV,Cayenne,340.0,245.0,9.2,8989452.0
Porsche,automatic,full,German,white,34052.0,2019.0,SUV,Cayenne,340.0,245.0,9.2,6643000.0
Porsche,automatic,full,German,black,800.0,2019.0,SUV,Cayenne,340.0,245.0,9.2,7890000.0
Porsche,automatic,full,German,black,0.0,2020.0,SUV,Cayenne,340.0,245.0,9.2,9007074.0
Porsche,automatic,full,German,gray,0.0,2020.0,SUV,Cayenne,340.0,245.0,9.2,8750688.0
Porsche,automatic,full,German,white,45487.0,2018.0,SUV,Cayenne,440.0,265.0,9.4,6499000.0
Porsche,automatic,full,German,black,0.0,2020.0,SUV,Cayenne,340.0,245.0,9.2,8433517.0
Porsche,automatic,full,German,white,18000.0,2019.0,SUV,Cayenne,340.0,245.0,9.2,7700000.0
Porsche,automatic,full,German,gray,0.0,2020.0,SUV,Cayenne,340.0,253.0,3.4,12117094.0
Porsche,automatic,full,German,blue,26401.0,2019.0,SUV,Cayenne,340.0,245.0,9.2,6597000.0
Porsche,automatic,full,German,black,0.0,2020.0,SUV,Cayenne,340.0,245.0,9.2,9552435.0
Volkswagen,automatic,full,German,black,350000.0,2006.0,SUV,Touareg,224.0,201.0,10.9,580000.0
Mercedes-Benz,automatic,rear,German,brown,102000.0,2011.0,Sedan,E-Class,252.0,250.0,6.8,1170000.0
Mercedes-Benz,automatic,full,German,black,143000.0,2011.0,Sedan,E-Class,306.0,250.0,7.4,995000.0
Mercedes-Benz,automatic,full,German,gray,120000.0,2012.0,Sedan,E-Class,252.0,250.0,7.4,1100000.0
Mercedes-Benz,automatic,rear,German,black,90000.0,2012.0,Sedan,E-Class,184.0,232.0,6.5,949800.0
Mercedes-Benz,automatic,rear,German,black,224336.0,2011.0,Sedan,E-Class,184.0,232.0,6.5,830000.0
Mercedes-Benz,automatic,full,German,blue,190639.0,2011.0,Sedan,E-Class,272.0,250.0,9.7,899700.0
Mercedes-Benz,automatic,rear,German,black,241078.0,2010.0,Sedan,E-Class,184.0,232.0,6.5,878000.0
Mercedes-Benz,automatic,rear,German,white,148000.0,2012.0,Sedan,E-Class,184.0,232.0,6.5,1000000.0
Mercedes-Benz,automatic,full,German,white,109000.0,2010.0,Sedan,E-Class,272.0,250.0,9.7,1029000.0
Mercedes-Benz,automatic,rear,German,white,103500.0,2011.0,Sedan,E-Class,184.0,232.0,6.5,1250000.0
Mercedes-Benz,automatic,rear,German,black,115466.0,2011.0,Sedan,E-Class,184.0,232.0,6.5,1169000.0
