mark;Model;Mileage;Year;Car_class;Maximum_power;Drive_unit;Box;Boost_type;Volume;Torque;Maximum_speed;Speed_to_100;Consumption;Price
BMW;X5 M;118000.0;2010.0;J;555.0;full;automatic;turbocharging;4.4;680.0;250.0;4.7;13.9;1650000.0
BMW;X5 M;185000.0;2012.0;J;555.0;full;automatic;turbocharging;4.4;680.0;250.0;4.7;13.9;1800000.0
BMW;X5 M;116000.0;2011.0;J;555.0;full;automatic;turbocharging;4.4;680.0;250.0;4.7;13.9;1500000.0
BMW;X5 M;133000.0;2010.0;J;555.0;full;automatic;turbocharging;4.4;680.0;250.0;4.7;13.9;1700000.0
Lexus;RX;85000.0;2011.0;J;188.0;front;automatic;no;2.7;248.0;200.0;11.0;9.8;1650000.0
Lexus;RX;149143.0;2010.0;J;249.0;full;variator;no;3.5;317.0;200.0;7.9;6.3;1362000.0
Lexus;RX;142924.0;2011.0;J;277.0;full;automatic;no;3.5;346.0;200.0;8.0;10.6;1590000.0
Lexus;RX;94439.0;2011.0;J;188.0;front;automatic;no;2.7;248.0;200.0;11.0;9.8;1550000.0
Lexus;RX;105000.0;2009.0;J;277.0;full;automatic;no;3.5;346.0;200.0;8.0;10.6;1345000.0
Lexus;RX;122181.0;2010.0;J;277.0;full;automatic;no;3.5;346.0;200.0;8.0;10.6;1497000.0
Lexus;RX;172300.0;2009.0;J;277.0;full;automatic;no;3.5;346.0;200.0;8.0;10.6;1322476.0
Lexus;RX;140980.0;2012.0;J;188.0;front;automatic;no;2.7;248.0;200.0;11.0;9.8;1599000.0
Lexus;RX;141336.0;2011.0;J;188.0;front;automatic;no;2.7;248.0;200.0;11.0;9.8;1419000.0
Lexus;RX;101000.0;2011.0;J;277.0;full;automatic;no;3.5;346.0;200.0;8.0;10.6;1295000.0
Lexus;RX;257790.0;2012.0;J;249.0;full;variator;no;3.5;317.0;200.0;7.9;6.3;1789000.0
Lexus;RX;87000.0;2010.0;J;249.0;full;variator;no;3.5;317.0;200.0;7.9;6.3;1530000.0
Lexus;RX;235000.0;2011.0;J;188.0;front;automatic;no;2.7;248.0;200.0;11.0;9.8;1380000.0
Lexus;RX;82025.0;2009.0;J;277.0;full;automatic;no;3.5;346.0;200.0;8.0;10.6;1330000.0
Lexus;RX;159784.0;2011.0;J;188.0;front;automatic;no;2.7;248.0;200.0;11.0;9.8;1407000.0
Land Rover;Freelander;178338.0;2012.0;J;150.0;full;automatic;turbocharging;2.2;420.0;181.0;11.2;7.0;1147000.0
Changan;CS35;55000.0;2014.0;J;113.0;front;mechanics;no;1.6;152.0;180.0;14.0;6.8;515000.0
Changan;CS35;140304.0;2016.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;600000.0
Changan;CS35;98000.0;2016.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;675000.0
Changan;CS35;61000.0;2014.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;539000.0
Changan;CS35;73266.0;2016.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;615000.0
Changan;CS35;52344.0;2014.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;525000.0
Changan;CS35;65000.0;2014.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;430000.0
Changan;CS35;23000.0;2019.0;J;113.0;front;mechanics;no;1.6;152.0;180.0;14.0;6.8;1300000.0
Changan;CS35;64000.0;2015.0;J;113.0;front;mechanics;no;1.6;152.0;180.0;14.0;6.8;500000.0
Changan;CS35;73498.0;2017.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;700000.0
Changan;CS35;10200.0;2017.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;830000.0
Changan;CS35;78000.0;2014.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;550000.0
Changan;CS35;45000.0;2017.0;J;113.0;front;mechanics;no;1.6;152.0;180.0;14.0;6.8;700000.0
Changan;CS35;11500.0;2019.0;J;113.0;front;mechanics;no;1.6;152.0;180.0;14.0;6.8;770000.0
Changan;CS35;56500.0;2018.0;J;113.0;front;automatic;no;1.6;152.0;180.0;15.0;7.2;659000.0
Mitsubishi;Lancer;270000.0;2008.0;C;109.0;front;mechanics;no;1.5;143.0;191.0;11.6;6.4;350000.0
Mitsubishi;Lancer;235635.0;2008.0;C;143.0;front;mechanics;no;1.8;178.0;204.0;9.8;7.7;349000.0
Mitsubishi;Lancer;265000.0;2008.0;C;143.0;front;mechanics;no;1.8;178.0;204.0;9.8;7.7;450000.0
Mitsubishi;Lancer;134000.0;2007.0;C;150.0;front;mechanics;no;2.0;198.0;200.0;9.5;8.1;399000.0
Mitsubishi;Lancer;129000.0;2008.0;C;143.0;front;variator;no;1.8;178.0;192.0;11.2;7.9;419000.0
Mitsubishi;Lancer;260368.0;2007.0;C;150.0;front;variator;no;2.0;198.0;198.0;10.5;8.4;400000.0
Mitsubishi;Lancer;198523.0;2009.0;C;109.0;front;mechanics;no;1.5;143.0;191.0;11.6;6.4;425000.0
Mitsubishi;Lancer;128909.0;2010.0;C;109.0;front;mechanics;no;1.5;143.0;191.0;11.6;6.4;498000.0
Mitsubishi;Lancer;199000.0;2008.0;C;143.0;front;variator;no;1.8;178.0;192.0;11.2;7.9;389000.0
Mitsubishi;Lancer;138000.0;2008.0;C;143.0;front;variator;no;1.8;178.0;192.0;11.2;7.9;409000.0
Mitsubishi;Lancer;98990.0;2008.0;C;109.0;front;mechanics;no;1.5;143.0;191.0;11.6;6.4;399000.0
Mitsubishi;Lancer;201520.0;2008.0;C;143.0;front;variator;no;1.8;178.0;192.0;11.2;7.9;459000.0
Mitsubishi;Lancer;175705.0;2008.0;C;143.0;front;variator;no;1.8;178.0;192.0;11.2;7.9;426000.0
Mitsubishi;Lancer;105955.0;2010.0;C;109.0;front;automatic;no;1.5;143.0;178.0;14.3;7.0;482000.0
Mitsubishi;Lancer;220000.0;2008.0;C;143.0;front;variator;no;1.8;178.0;192.0;11.2;7.9;335000.0
Kia;Sorento;102438.0;2015.0;J;200.0;full;automatic;turbocharging;2.2;441.0;203.0;9.6;7.8;1599000.0
Kia;Sorento;78000.0;2017.0;J;188.0;full;automatic;no;2.4;241.0;195.0;10.5;8.0;1919800.0
Renault;Fluence;126000.0;2010.0;C;106.0;front;mechanics;no;1.6;145.0;183.0;11.7;6.7;379000.0
Renault;Fluence;70000.0;2011.0;C;138.0;front;variator;no;2.0;190.0;195.0;10.1;7.8;500000.0
Renault;Fluence;101900.0;2013.0;C;110.0;front;automatic;no;1.6;145.0;180.0;13.9;7.5;509000.0
Renault;Fluence;139500.0;2012.0;C;138.0;front;variator;no;2.0;190.0;195.0;10.1;7.8;499000.0
Renault;Fluence;129332.0;2012.0;C;106.0;front;mechanics;no;1.6;145.0;183.0;11.7;6.7;469000.0
Renault;Fluence;130871.0;2010.0;C;106.0;front;automatic;no;1.6;145.0;180.0;13.9;7.5;367700.0
Renault;Fluence;120754.0;2011.0;C;106.0;front;automatic;no;1.6;145.0;180.0;13.9;7.5;469000.0
Renault;Fluence;157257.0;2012.0;C;106.0;front;mechanics;no;1.6;145.0;183.0;11.7;6.7;509000.0
Renault;Fluence;195720.0;2010.0;C;138.0;front;variator;no;2.0;190.0;195.0;10.1;7.8;475000.0
Renault;Fluence;54000.0;2011.0;C;106.0;front;automatic;no;1.6;145.0;180.0;13.9;7.5;515000.0
Renault;Fluence;189000.0;2010.0;C;106.0;front;automatic;no;1.6;145.0;180.0;13.9;7.5;415000.0
Renault;Fluence;147106.0;2011.0;C;106.0;front;automatic;no;1.6;145.0;180.0;13.9;7.5;529000.0
Renault;Fluence;127000.0;2013.0;C;106.0;front;automatic;no;1.6;145.0;180.0;13.9;7.5;430000.0
Renault;Fluence;100000.0;2011.0;C;106.0;front;mechanics;no;1.6;145.0;183.0;11.7;6.7;385000.0
Renault;Fluence;142000.0;2012.0;C;138.0;front;variator;no;2.0;190.0;195.0;10.1;7.8;460000.0
Subaru;Forester;170000.0;2001.0;J;150.0;full;mechanics;no;2.5;221.0;197.15641361256544;10.423527447894209;0.0;279000.0
Subaru;Forester;289000.0;2002.0;J;165.0;full;automatic;no;2.5;235.0;197.15641361256544;10.423527447894209;9.0;284750.0
Subaru;Forester;172300.0;2001.0;J;170.0;full;automatic;turbocharging;2.0;240.0;189.0;9.3;10.5;345000.0
Subaru;Forester;244000.0;2001.0;J;150.0;full;automatic;no;2.5;221.0;197.15641361256544;10.423527447894209;0.0;210000.0
Subaru;Forester;118200.0;2001.0;J;137.0;full;automatic;no;2.0;186.0;197.15641361256544;10.423527447894209;7.9;400000.0
Subaru;Forester;200000.0;2000.0;J;125.0;full;automatic;no;2.0;184.0;166.0;12.4;9.2;320000.0
Subaru;Forester;400000.0;2000.0;J;241.0;full;mechanics;turbocharging;2.0;350.0;198.0;8.2;9.6;295000.0
Subaru;Forester;394716.0;2000.0;J;170.0;full;automatic;turbocharging;2.0;240.0;189.0;9.3;10.5;355000.0
Subaru;Forester;252670.0;2001.0;J;137.0;full;automatic;no;2.0;186.0;197.15641361256544;10.423527447894209;7.9;260000.0
Subaru;Forester;283090.0;2001.0;J;241.0;full;automatic;turbocharging;2.0;350.0;198.0;8.4;10.6;410000.0
Subaru;Forester;267800.0;2000.0;J;150.0;full;automatic;no;2.5;221.0;197.15641361256544;10.423527447894209;0.0;320000.0
Volkswagen;Golf;145000.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0;699999.0
Volkswagen;Golf;51182.0;2014.0;C;122.0;front;mechanics;turbocharging;1.4;200.0;203.0;9.3;5.2;831000.0
Volkswagen;Golf;139739.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0;728000.0
Volkswagen;Golf;127700.0;2014.0;C;140.0;front;robot;turbocharging;1.4;250.0;212.0;8.4;5.0;1134900.0
Volkswagen;Golf;107000.0;2016.0;C;110.0;front;automatic;no;1.6;155.0;186.0;11.9;6.6;930000.0
Volkswagen;Golf;118000.0;2013.0;C;105.0;front;robot;turbocharging;1.2;175.0;192.0;10.2;4.8;775000.0
Volkswagen;Golf;105000.0;2013.0;C;122.0;front;mechanics;turbocharging;1.4;200.0;203.0;9.3;5.2;732000.0
Volkswagen;Golf;173914.0;2014.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0;788700.0
Volkswagen;Golf;85800.0;2013.0;C;105.0;front;robot;turbocharging;1.2;175.0;192.0;10.2;4.8;595000.0
Volkswagen;Golf;102629.0;2014.0;C;105.0;front;robot;turbocharging;1.2;175.0;192.0;10.2;4.8;699000.0
Volkswagen;Golf;141000.0;2014.0;C;105.0;front;robot;turbocharging;1.2;175.0;192.0;10.2;4.8;670000.0
Volkswagen;Golf;147000.0;2012.0;C;105.0;front;robot;turbocharging;1.2;175.0;192.0;10.2;4.8;589000.0
Volkswagen;Golf;121310.0;2015.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0;767000.0
Volkswagen;Golf;115000.0;2014.0;C;184.0;front;robot;turbocharging;2.0;380.0;228.0;7.5;4.5;2050000.0
Volkswagen;Golf;27000.0;2016.0;C;115.0;front;automatic;;0.0;270.0;140.0;10.4;0.0;1940000.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1389990.0
Geely;Emgrand X7;7213.0;2018.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;900000.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1389990.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1389990.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1389990.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1269990.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1269990.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1269990.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1269990.0
Geely;Emgrand X7;0.0;2020.0;J;139.0;front;automatic;no;2.0;191.0;175.0;10.423527447894209;8.6;1149990.0
Lexus;IS;178000.0;2008.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;895000.0
Lexus;IS;221702.0;2008.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;998000.0
Lexus;IS;150000.0;2006.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;655000.0
Lexus;IS;133616.0;2008.0;D;208.0;full;automatic;no;2.5;252.0;211.0;8.3;10.9;899000.0
Lexus;IS;190000.0;2006.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;580000.0
Lexus;IS;200000.0;2006.0;D;208.0;full;automatic;no;2.5;252.0;211.0;8.3;10.9;800000.0
Lexus;IS;186000.0;2006.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;750000.0
Lexus;IS;160000.0;2007.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;760000.0
Lexus;IS;246000.0;2007.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;800000.0
Lexus;IS;180000.0;2008.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;900000.0
Lexus;IS;177000.0;2008.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;899000.0
Lexus;IS;288000.0;2008.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;729000.0
Lexus;IS;200000.0;2006.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;780000.0
Lexus;IS;221300.0;2007.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;830000.0
Lexus;IS;238000.0;2006.0;D;208.0;rear;automatic;no;2.5;252.0;227.0;8.4;9.1;900000.0
Ford;Explorer;126900.0;2014.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1400000.0
Ford;Explorer;169800.0;2014.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1355000.0
Ford;Explorer;30000.0;2015.0;J;249.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;2070000.0
Ford;Explorer;118000.0;2012.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1220000.0
Ford;Explorer;168000.0;2012.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1190000.0
Ford;Explorer;89202.0;2013.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1248000.0
Ford;Explorer;120000.0;2012.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1290000.0
Ford;Explorer;118520.0;2011.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1149000.0
Ford;Explorer;41000.0;2015.0;J;345.0;full;automatic;turbocharging;3.5;485.0;193.0;6.4;12.3;1849000.0
Ford;Explorer;139000.0;2013.0;J;294.0;front;automatic;no;3.5;346.0;183.0;8.7;11.0;1310000.0
Ford;Explorer;95000.0;2013.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1149000.0
Ford;Explorer;112505.0;2014.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1399000.0
Ford;Explorer;122619.0;2012.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1299000.0
Ford;Explorer;114000.0;2014.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1470000.0
Ford;Explorer;194170.0;2013.0;J;294.0;full;automatic;no;3.5;345.0;183.0;8.7;11.0;1049000.0
Volkswagen;Touran;138000.0;2012.0;M;110.0;front;mechanics;turbocharging;2.0;250.0;185.0;12.1;5.4;719000.0
Volkswagen;Touran;102000.0;2010.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;549000.0
Volkswagen;Touran;112000.0;2012.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;659000.0
Volkswagen;Touran;127685.0;2011.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;585000.0
Volkswagen;Touran;117000.0;2010.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;590000.0
Volkswagen;Touran;96913.0;2011.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;610000.0
Volkswagen;Touran;216297.0;2011.0;M;110.0;front;mechanics;turbocharging;2.0;250.0;185.0;12.1;5.4;829000.0
Volkswagen;Touran;167866.0;2013.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;719000.0
Volkswagen;Touran;219749.0;2010.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;556000.0
Volkswagen;Touran;112000.0;2014.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;690000.0
Volkswagen;Touran;155589.0;2010.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;500000.0
Volkswagen;Touran;21000.0;2011.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;879990.0
Volkswagen;Touran;188000.0;2010.0;M;170.0;front;robot;turbocharging;1.4;240.0;213.0;8.5;6.6;680000.0
Volkswagen;Touran;293001.0;2012.0;M;140.0;front;mechanics;turbocharging;1.4;220.0;202.0;9.5;6.8;538000.0
Volkswagen;Touran;122227.0;2012.0;M;140.0;front;robot;turbocharging;1.4;220.0;202.0;9.5;6.6;650000.0
Chevrolet;Cruze;57175.0;2011.0;C;109.0;front;mechanics;no;1.6;150.0;185.0;12.5;7.3;545000.0
Chevrolet;Cruze;155816.0;2011.0;C;109.0;front;mechanics;no;1.6;150.0;185.0;12.5;7.3;435000.0
Chevrolet;Cruze;117000.0;2012.0;C;141.0;front;mechanics;no;1.8;176.0;200.0;10.0;7.8;439000.0
Chevrolet;Cruze;170000.0;2011.0;C;109.0;front;mechanics;no;1.6;150.0;185.0;12.5;7.3;349000.0
Chevrolet;Cruze;178949.0;2012.0;C;109.0;front;automatic;no;1.6;153.0;177.0;13.5;8.3;339000.0
Chevrolet;Cruze;84000.0;2011.0;C;141.0;front;mechanics;no;1.8;176.0;200.0;10.0;7.8;630000.0
Chevrolet;Cruze;155040.0;2011.0;C;109.0;front;automatic;no;1.6;153.0;177.0;13.5;8.3;397000.0
Chevrolet;Cruze;130000.0;2012.0;C;141.0;front;automatic;no;1.8;176.0;190.0;11.5;7.8;470000.0
Chevrolet;Cruze;107000.0;2012.0;C;141.0;front;automatic;no;1.8;176.0;190.0;11.5;7.8;495000.0
Chevrolet;Cruze;146475.0;2012.0;C;109.0;front;automatic;no;1.6;153.0;177.0;13.5;8.3;479000.0
Chevrolet;Cruze;134936.0;2010.0;C;109.0;front;automatic;no;1.6;153.0;177.0;13.5;8.3;427000.0
Chevrolet;Cruze;145000.0;2010.0;C;141.0;front;mechanics;no;1.8;176.0;200.0;10.0;7.8;409000.0
Chevrolet;Cruze;106000.0;2012.0;C;141.0;front;automatic;no;1.8;176.0;190.0;11.5;7.8;529000.0
Chevrolet;Cruze;145000.0;2010.0;C;109.0;front;mechanics;no;1.6;150.0;185.0;12.5;7.3;364000.0
Chevrolet;Cruze;113000.0;2011.0;C;109.0;front;automatic;no;1.6;153.0;177.0;13.5;8.3;470000.0
Kia;Rio;106000.0;2011.0;B;95.0;front;automatic;no;1.4;125.0;168.0;14.5;7.2;425000.0
Volkswagen;Jetta;189000.0;2011.0;C;122.0;front;mechanics;turbocharging;1.4;200.0;202.0;9.8;6.2;470000.0
Volkswagen;Jetta;64500.0;2013.0;C;150.0;front;robot;turbocharging;1.4;240.0;215.0;8.6;6.0;795000.0
Volkswagen;Jetta;77200.0;2014.0;C;150.0;front;robot;turbocharging;1.4;240.0;215.0;8.6;6.0;895000.0
Volkswagen;Jetta;151275.0;2011.0;C;122.0;front;robot;turbocharging;1.4;200.0;202.0;9.8;6.0;510000.0
Volkswagen;Jetta;119586.0;2012.0;C;105.0;front;automatic;no;1.6;153.0;177.0;12.5;7.0;649000.0
Volkswagen;Jetta;123667.0;2014.0;C;105.0;front;automatic;no;1.6;153.0;177.0;12.5;7.0;630000.0
Volkswagen;Jetta;135656.0;2014.0;C;105.0;front;automatic;no;1.6;153.0;177.0;12.5;7.0;650000.0
Volkswagen;Jetta;68281.0;2013.0;C;150.0;front;robot;turbocharging;1.4;240.0;215.0;8.6;6.0;795900.0
Volkswagen;Jetta;173000.0;2012.0;C;105.0;front;automatic;no;1.6;153.0;177.0;12.5;7.0;656000.0
Volkswagen;Jetta;186060.0;2012.0;C;122.0;front;robot;turbocharging;1.4;200.0;202.0;9.8;6.0;405000.0
Volkswagen;Jetta;92465.0;2013.0;C;150.0;front;robot;turbocharging;1.4;240.0;215.0;8.6;6.0;719000.0
Volkswagen;Jetta;91825.0;2012.0;C;105.0;front;automatic;no;1.6;153.0;177.0;12.5;7.0;577500.0
Volkswagen;Jetta;109516.0;2011.0;C;122.0;front;robot;turbocharging;1.4;200.0;202.0;9.8;6.0;525000.0
Volkswagen;Jetta;77166.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;202.0;9.8;6.0;785000.0
Volkswagen;Jetta;161200.0;2011.0;C;150.0;front;robot;turbocharging;1.4;240.0;215.0;8.6;6.0;563000.0
Volkswagen;Jetta;100000.0;2012.0;C;122.0;front;robot;turbocharging;1.4;200.0;202.0;9.8;6.0;569000.0
Volkswagen;Jetta;123857.0;2011.0;C;122.0;front;robot;turbocharging;1.4;200.0;202.0;9.8;6.0;545000.0
Volkswagen;Jetta;77200.0;2014.0;C;150.0;front;robot;turbocharging;1.4;240.0;215.0;8.6;6.0;885000.0
Volkswagen;Caravelle;213061.0;2005.0;M;131.0;front;mechanics;turbocharging;2.5;0.0;168.0;15.3;8.2;937000.0
Volkswagen;Caravelle;162231.0;2009.0;M;131.0;front;automatic;turbocharging;2.5;0.0;168.0;10.423527447894209;0.0;995000.0
Volkswagen;Caravelle;100000.0;2008.0;M;174.0;front;automatic;turbocharging;2.5;400.0;188.0;10.423527447894209;0.0;700000.0
Volkswagen;Caravelle;321000.0;2005.0;M;174.0;full;mechanics;turbocharging;2.5;400.0;188.0;11.8;0.0;880000.0
Volkswagen;Caravelle;165000.0;2005.0;M;174.0;front;mechanics;turbocharging;2.5;400.0;188.0;11.8;8.0;700000.0
Volkswagen;Caravelle;230000.0;2009.0;M;131.0;front;automatic;turbocharging;2.5;0.0;168.0;10.423527447894209;0.0;950000.0
Volkswagen;Caravelle;244199.0;2008.0;M;131.0;full;mechanics;turbocharging;2.5;0.0;168.0;15.3;8.2;900000.0
Volkswagen;Caravelle;340000.0;2005.0;M;131.0;front;automatic;turbocharging;2.5;0.0;168.0;10.423527447894209;0.0;590000.0
Volkswagen;Caravelle;448000.0;2006.0;M;174.0;full;mechanics;turbocharging;2.5;400.0;188.0;11.8;0.0;850000.0
Volkswagen;Caravelle;398000.0;2008.0;M;131.0;front;mechanics;turbocharging;2.5;0.0;168.0;15.3;8.2;850000.0
Volkswagen;Caravelle;315600.0;2007.0;M;131.0;front;mechanics;turbocharging;2.5;0.0;168.0;15.3;8.2;730000.0
Volkswagen;Caravelle;180000.0;2005.0;M;131.0;front;automatic;turbocharging;2.5;0.0;168.0;10.423527447894209;0.0;710000.0
Volkswagen;Caravelle;330000.0;2004.0;M;131.0;front;mechanics;turbocharging;2.5;0.0;168.0;15.3;8.2;800000.0
Volkswagen;Caravelle;317000.0;2007.0;M;131.0;front;automatic;turbocharging;2.5;0.0;168.0;10.423527447894209;0.0;800000.0
Volkswagen;Caravelle;212000.0;2008.0;M;102.0;front;mechanics;turbocharging;1.9;250.0;152.0;19.4;7.6;850000.0
Land Rover;Discovery Sport;53747.0;2018.0;J;240.0;full;automatic;turbocharging;2.0;340.0;200.0;7.9;8.0;2399000.0
Land Rover;Discovery Sport;20388.0;2018.0;J;150.0;full;automatic;turbocharging;2.0;380.0;180.0;10.3;5.3;2670000.0
Land Rover;Discovery Sport;27500.0;2015.0;J;190.0;full;automatic;turbocharging;2.2;420.0;188.0;8.9;6.1;2490000.0
Land Rover;Discovery Sport;141000.0;2015.0;J;240.0;full;automatic;turbocharging;2.0;340.0;200.0;8.2;8.0;1575000.0
Land Rover;Discovery Sport;7342.0;2018.0;J;150.0;full;automatic;turbocharging;2.0;380.0;180.0;10.3;5.3;2250000.0
Land Rover;Discovery Sport;123428.0;2015.0;J;190.0;full;automatic;turbocharging;2.2;420.0;188.0;8.9;6.1;2300000.0
Land Rover;Discovery Sport;26571.0;2018.0;J;150.0;full;automatic;turbocharging;2.0;380.0;180.0;10.3;5.3;2670000.0
Land Rover;Discovery Sport;69813.0;2017.0;J;150.0;full;automatic;turbocharging;2.0;380.0;180.0;10.3;5.3;2380000.0
Land Rover;Discovery Sport;58660.0;2018.0;J;150.0;full;automatic;turbocharging;2.0;380.0;180.0;10.3;5.3;2500000.0
Land Rover;Discovery Sport;101836.0;2015.0;J;240.0;full;automatic;turbocharging;2.0;340.0;200.0;8.2;8.0;1695000.0
Land Rover;Discovery Sport;52085.0;2018.0;J;240.0;full;automatic;turbocharging;2.0;340.0;200.0;7.9;8.0;2497000.0
Land Rover;Discovery Sport;127953.0;2015.0;J;190.0;full;automatic;turbocharging;2.2;420.0;188.0;8.9;6.1;1948077.0
Land Rover;Discovery Sport;62000.0;2017.0;J;150.0;full;automatic;turbocharging;2.0;380.0;180.0;10.3;5.3;2197000.0
Land Rover;Discovery Sport;92808.0;2015.0;J;240.0;full;automatic;turbocharging;2.0;340.0;200.0;8.2;8.0;1799000.0
Land Rover;Discovery Sport;56092.0;2017.0;J;180.0;full;automatic;turbocharging;2.0;430.0;188.0;8.9;5.3;2299000.0
Audi;Q5;163600.0;2010.0;J;239.0;full;robot;turbocharging;3.0;500.0;225.0;6.5;7.5;970000.0
Audi;Q5;133000.0;2012.0;J;170.0;full;robot;turbocharging;2.0;350.0;200.0;9.9;7.0;1080000.0
Audi;Q5;196769.0;2009.0;J;211.0;full;robot;turbocharging;2.0;350.0;222.0;7.2;8.5;747000.0
Audi;Q5;119844.0;2010.0;J;170.0;full;robot;turbocharging;2.0;350.0;200.0;9.9;7.0;949000.0
Audi;Q5;112000.0;2012.0;J;271.0;full;automatic;no;3.2;330.0;209.0;7.0;11.8;949000.0
Audi;Q5;152900.0;2010.0;J;170.0;full;mechanics;turbocharging;2.0;350.0;204.0;9.9;6.2;1029000.0
Audi;Q5;105000.0;2009.0;J;211.0;full;robot;turbocharging;2.0;350.0;222.0;7.2;8.5;899000.0
Audi;Q5;109366.0;2012.0;J;271.0;full;automatic;no;3.2;330.0;209.0;7.0;11.8;969000.0
Audi;Q5;138000.0;2011.0;J;211.0;full;automatic;turbocharging;2.0;350.0;222.0;7.2;8.6;940000.0
Audi;Q5;128000.0;2010.0;J;211.0;full;robot;turbocharging;2.0;350.0;222.0;7.2;8.5;949000.0
Audi;Q5;98000.0;2010.0;J;211.0;full;robot;turbocharging;2.0;350.0;222.0;7.2;8.5;899000.0
Audi;Q5;55014.0;2010.0;J;211.0;full;robot;turbocharging;2.0;350.0;222.0;7.2;8.5;1070000.0
Audi;Q5;101000.0;2009.0;J;211.0;full;robot;turbocharging;2.0;350.0;222.0;7.2;8.5;799000.0
